debate_id,utterance_id,split,title,speakers,dialogue_history,debate_result,ans_speaker,ans_role,ans_text
1406,1477_2,test,Better More Domestic Surveillance Than Another 9/11,"Chris Bury<mod>: unknown
David Frum<for>: Author
Bob Barr<against>: The 21st Century Liberties Chair for Freedom and Privacy at the American Conservative Union, and Board Member of the National Rifle Association
Andrew C. McCarthy<for>: Fmr. Federal Prosecutor & Contributing Editor, National Review
Jeffrey Rosen<against>: Professor of Law at the George Washington University Law School and the Legal Affairs Editor of the New Republic
John Yoo<for>: Professor of Law, UC Berkeley & Fmr. Justice Department Lawyer
Nadine Strossen<against>: Fmr. President, ACLU & Professor, New York Law School","David Frum (role: for): —more surveillance up to the point—
David Frum (role: for): No more
David Frum (role: for): Well, we’re—
Bob Barr (role: against): That’s the key—
John Yoo (role: for): The opposite of—
John Yoo (role: for): The opposite of more is less.
Nadine Strossen (role: against): No, that’s not true.
Nadine Strossen (role: against): It’s more targeted which means it will be more effective—
Chris Bury (role: mod): May—now—
Jeffrey Rosen (role: against): The small reform that we’re arguing for is to restore the pre-Patriot Act requirement that the suspect has to be a suspected spy or terrorist or his associate.
David Frum (role: for): But my, my ears—
David Frum (role: for): My ears are ringing at this phrase “targeted.” Because, I will agree with you that many of the things the US government does including those bag searches, are stupid, and pointless.","{'breakdown': None, 'post': {'undecided': 5.0, 'for': 40.0, 'against': 55.0}, 'pre': {'undecided': 22.0, 'for': 41.0, 'against': 37.0}}",David Frum,for,"Uh, that what—what—what the federal government has done since 9/11 is have a very conscious decision, they’re going to play—to use a sports analogy, they’re going to play the me—they’re going to play the players, they’re not going to pay—play the ball, and so we have—"
1406,1458_0,test,Better More Domestic Surveillance Than Another 9/11,"Chris Bury<mod>: unknown
David Frum<for>: Author
Bob Barr<against>: The 21st Century Liberties Chair for Freedom and Privacy at the American Conservative Union, and Board Member of the National Rifle Association
Andrew C. McCarthy<for>: Fmr. Federal Prosecutor & Contributing Editor, National Review
Jeffrey Rosen<against>: Professor of Law at the George Washington University Law School and the Legal Affairs Editor of the New Republic
John Yoo<for>: Professor of Law, UC Berkeley & Fmr. Justice Department Lawyer
Nadine Strossen<against>: Fmr. President, ACLU & Professor, New York Law School","David Frum (role: for): Because, I guess then you stop being dangerous.
David Frum (role: for): But the moment this—that terrorist actually enters the United States, that’s when the surveillance must stop.
David Frum (role: for): I mean I want—because I think what Bob—Bob Barr said is very important, notice he said he’s for enhanced foreign surveillance.
David Frum (role: for): May I have one—one sentence?
John Yoo (role: for): And when we defeat that organization the war will come to an end.
John Yoo (role: for): I think the problem is that we call it the war on terrorism so we think we’re at war with everyone who uses terrorism as a tactic, which is not the case, we are at war with the Al Qaeda terrorist organization, and organizations that help it.
John Yoo (role: for): Uh, there’ve been wars in, uh, the United Kingdom, Italy, Germany, with terrorists, and they have all come to an end.
John Yoo (role: for): Uh, there have been many wars between nation-states and terrorists before, and they have ended.
John Yoo (role: for): Chris, can— I just wanna take issue with the underlying premise of your question and, and Bob’s response which is there’s no reason to think the war on terrorism is going to be endless.
Chris Bury (role: mod): John.
Bob Barr (role: against): The greatest tool…to— with which the government ought to be equipped to avoid another 9/11 is not domestic surveillance, which is the topic at hand this evening, but better, more consistent gathering of foreign intelligence, and tearing down the walls between one agency and another that pre—have prevented and continue to stand in the way of effective use of that intelligence, that foreign intelligence.
Bob Barr (role: against): That is the great danger here.
Bob Barr (role: against): And this administration believes that a President can don that mythical commander-in-chief hat whenever he or she feels like it, and therefore, trumps any other power in the Constitution or law.
Bob Barr (role: against): It defines it as entirely global, that is, the streets of Baghdad are as much a field for the commander-in-chief to operate in as the streets of Atlanta, Georgia, nor your—or New York City.
Bob Barr (role: against): The current administration defines this war as unending, that is, perpetual.
Chris Bury (role: mod): Bob?
Andrew C. McCarthy (role: for): It’s a threat-time power, it’s an asymmetric war, uh, fought by a terrorist threat, and these measures are designed, uh, as much to thwart the threat as they are to prevail in the ultimate war.
Chris Bury (role: mod): So this is not a wartime power, you’re talking about permanent surveillance—
Andrew C. McCarthy (role: for): Well, of course it should because…the purpose of the power is to prevent attacks, and as long as the threat of attack exists, it would make no sense to get rid of the power.
Chris Bury (role: mod): If in fact the war on terror is a war that is not finite, but a war that may last for decades, if not centuries, should the government’s power…in such surveillance be open-ended, and I’d like a quick response and if, Bob, you wanna pick up on that very point.
Chris Bury (role: mod): You said that in an era of terror, that surveillance is the best defense that the country has.
Chris Bury (role: mod): Mr. McCarthy, I’d like you to, um, engage on a point, maybe with, with Bob Barr.
Chris Bury (role: mod): Members of the press, if you’re here tonight, please identify yourselves and your news organization, and members of the audience, you can opt out of, uh, that requirement.
Chris Bury (role: mod): We ask again that you please make your questions brief and refrain from, um, giving, uh, speeches.
Chris Bury (role: mod): The idea is to, uh, mix up some of your questions, some of my questions, and someone on each side of the auditorium will come to you with a microphone so please stand if you want to ask a question.
Chris Bury (role: mod): So we’re ready to begin the Q-and-A portion of the program.
Chris Bury (role: mod): Before the debate, 41 percent of you voted for the motion…37 percent voted against the motion, and 22 percent were undecided, rounding up all those numbers.
Chris Bury (role: mod): I’m now ready to announce the results of the pre-debate vote to see where this audience stands coming into tonight’s debate.
Chris Bury (role: mod): And thank you to all our panelists for their opening arguments today.
Chris Bury (role: mod): Thank you very much.
David Frum (role: for): That—
David Frum (role: for): You want more, more—","{'breakdown': None, 'post': {'undecided': 5.0, 'for': 40.0, 'against': 55.0}, 'pre': {'undecided': 22.0, 'for': 41.0, 'against': 37.0}}",David Frum,for,—more surveillance up to the point—
1406,1516_4,test,Better More Domestic Surveillance Than Another 9/11,"Chris Bury<mod>: unknown
David Frum<for>: Author
Bob Barr<against>: The 21st Century Liberties Chair for Freedom and Privacy at the American Conservative Union, and Board Member of the National Rifle Association
Andrew C. McCarthy<for>: Fmr. Federal Prosecutor & Contributing Editor, National Review
Jeffrey Rosen<against>: Professor of Law at the George Washington University Law School and the Legal Affairs Editor of the New Republic
John Yoo<for>: Professor of Law, UC Berkeley & Fmr. Justice Department Lawyer
Nadine Strossen<against>: Fmr. President, ACLU & Professor, New York Law School","Chris Bury (role: mod): —one side or one panelist—
Jeffrey Rosen (role: against): And, uh, this was a balance that no one suggested, uh, caused 9/11, and what’s so interesting about the other side is their, uh, failure to say that that standard is too high.
Jeffrey Rosen (role: against): They’re—they wanna completely throw out individualized suspicion, and have hundreds and thousands of warrants for, uh, people who just happened to show up at the airport.
Jeffrey Rosen (role: against): At least some connection to an identifiable, dangerous bad guy.
Jeffrey Rosen (role: against): It’s the dragnet searches that are, uh, threatening and, and the other side has provided no justification—
Chris Bury (role: mod): Let’s let the other side, John had a point here.
John Yoo (role: for): I think the other side thinks of it as a crime, and as best handled through the standard criminal justice system which is this probable cause approach.
John Yoo (role: for): What 9/11 showed us is that, our government is trying to act prospectively to stop terrorist attacks before they occur.
Nadine Strossen (role: against): And as—as John himself knows, that is absolutely not the standard, it is much watered down, as Andy said, the court has not applied the strict Fourth Amendment probable cause requirement in this context but required just some basis for suspicion.
Andrew C. McCarthy (role: for): Nadine is again demonstrating the difference between a law enforcement mind-set and a criminal justice mind-set.
Andrew C. McCarthy (role: for): Uh, and that may be what the, the standard is in the criminal justice system, that may be what’s appropriate in the criminal justice system, but the Fourth Amendment has never required that, what the Fourth Amendment requires, is that searches be reasonable.
Andrew C. McCarthy (role: for): They expect that most of the time when they conduct an investigation they’re gonna get their man, uh, and they’re gonna successfully prosecute him.
Andrew C. McCarthy (role: for): If you hit one for 15, you’re probably doing well.
Nadine Strossen (role: against): How about three—
Nadine Strossen (role: against): —how about three out of 153,000—
Nadine Strossen (role: against): —to use the NSL numbers—
Chris Bury (role: mod): There you go.
Nadine Strossen (role: against): We took exactly the same position as did Bob Barr with respect to the, uh, last so-called anti-terrorism act under the Clinton administration.
Nadine Strossen (role: against): Um, libertarians, civil libertarians join forces with a lot of, uh, conservative organizations that really are committed to reducing government power over our private lives.","{'breakdown': None, 'post': {'undecided': 5.0, 'for': 40.0, 'against': 55.0}, 'pre': {'undecided': 22.0, 'for': 41.0, 'against': 37.0}}",Nadine Strossen,against,"We had a long litany from John Yoo about, um, past administrations including some human rights heroes in other contexts, Franklin Delano Roosevelt, Abraham Lincoln— In a wartime situation, they all react the same way which is to expand their power to the con— constitutional limit, and beyond, and in 20/20 hindsight, we look back and we see that none of those measures did anything, to add actual protection to our national security."
1406,1529_0,test,Better More Domestic Surveillance Than Another 9/11,"Chris Bury<mod>: unknown
David Frum<for>: Author
Bob Barr<against>: The 21st Century Liberties Chair for Freedom and Privacy at the American Conservative Union, and Board Member of the National Rifle Association
Andrew C. McCarthy<for>: Fmr. Federal Prosecutor & Contributing Editor, National Review
Jeffrey Rosen<against>: Professor of Law at the George Washington University Law School and the Legal Affairs Editor of the New Republic
John Yoo<for>: Professor of Law, UC Berkeley & Fmr. Justice Department Lawyer
Nadine Strossen<against>: Fmr. President, ACLU & Professor, New York Law School","Nadine Strossen (role: against): —how about three out of 153,000—
Nadine Strossen (role: against): —to use the NSL numbers—
Chris Bury (role: mod): There you go.
Nadine Strossen (role: against): We took exactly the same position as did Bob Barr with respect to the, uh, last so-called anti-terrorism act under the Clinton administration.
Nadine Strossen (role: against): Um, libertarians, civil libertarians join forces with a lot of, uh, conservative organizations that really are committed to reducing government power over our private lives.
Nadine Strossen (role: against): We had a long litany from John Yoo about, um, past administrations including some human rights heroes in other contexts, Franklin Delano Roosevelt, Abraham Lincoln— In a wartime situation, they all react the same way which is to expand their power to the con— constitutional limit, and beyond, and in 20/20 hindsight, we look back and we see that none of those measures did anything, to add actual protection to our national security.
Nadine Strossen (role: against): I think the common-sense argument, speaking for myself and also it’s actually reflected in constitutional doctrine is that, no freedom is absolute except probably the freedom to think and to believe which stays entirely within your heart, head and soul, but, in acting in the real world, no right is absolute.
Nadine Strossen (role: against): It has to show that the restriction is gonna be effective in actually making you safer, and that nothing that is less violative of your rights would be as effective.
Nadine Strossen (role: against): Of course, most of us would be willing to give up some liberty if that was the price to pay to bring about security.
Nadine Strossen (role: against): Is that common sense?
David Frum (role: for): Well, how about this proposal.
David Frum (role: for): For example, if you wanna fly, um, you can have a shorter line if you’re prepared to let the airline know more about you, and a longer line if you’re prepared to know— We could each make our choice.
David Frum (role: for): And we could each—we could let the market decide, and you could be in the long line, and I’m happy to let them know how long I’m—I’ve been in my present abode and how many kids I have and I’ll go in the short line.
Nadine Strossen (role: against): I have no illusion that would make me safer.
Nadine Strossen (role: against): How many of them would’ve sailed through, uh, and been treated as trusted travelers themselves—
Nadine Strossen (role: against): Yeah—
Nadine Strossen (role: against): And those would—that would’ve been enough to get them there, every security expert says that this is false—gives us a false illusion of security, it—
Nadine Strossen (role: against): Ask any teenager about how easy it is to get a false ID.
Jeffrey Rosen (role: against): But we’re not talking about market choices, you can’t opt out of a database with 100,000 people in it.","{'breakdown': None, 'post': {'undecided': 5.0, 'for': 40.0, 'against': 55.0}, 'pre': {'undecided': 22.0, 'for': 41.0, 'against': 37.0}}",Nadine Strossen,against,The so-called security.
1406,1524_0,test,Better More Domestic Surveillance Than Another 9/11,"Chris Bury<mod>: unknown
David Frum<for>: Author
Bob Barr<against>: The 21st Century Liberties Chair for Freedom and Privacy at the American Conservative Union, and Board Member of the National Rifle Association
Andrew C. McCarthy<for>: Fmr. Federal Prosecutor & Contributing Editor, National Review
Jeffrey Rosen<against>: Professor of Law at the George Washington University Law School and the Legal Affairs Editor of the New Republic
John Yoo<for>: Professor of Law, UC Berkeley & Fmr. Justice Department Lawyer
Nadine Strossen<against>: Fmr. President, ACLU & Professor, New York Law School","Nadine Strossen (role: against): And as—as John himself knows, that is absolutely not the standard, it is much watered down, as Andy said, the court has not applied the strict Fourth Amendment probable cause requirement in this context but required just some basis for suspicion.
Andrew C. McCarthy (role: for): Nadine is again demonstrating the difference between a law enforcement mind-set and a criminal justice mind-set.
Andrew C. McCarthy (role: for): Uh, and that may be what the, the standard is in the criminal justice system, that may be what’s appropriate in the criminal justice system, but the Fourth Amendment has never required that, what the Fourth Amendment requires, is that searches be reasonable.
Andrew C. McCarthy (role: for): They expect that most of the time when they conduct an investigation they’re gonna get their man, uh, and they’re gonna successfully prosecute him.
Andrew C. McCarthy (role: for): If you hit one for 15, you’re probably doing well.
Nadine Strossen (role: against): How about three—
Nadine Strossen (role: against): —how about three out of 153,000—
Nadine Strossen (role: against): —to use the NSL numbers—
Chris Bury (role: mod): There you go.
Nadine Strossen (role: against): We took exactly the same position as did Bob Barr with respect to the, uh, last so-called anti-terrorism act under the Clinton administration.
Nadine Strossen (role: against): Um, libertarians, civil libertarians join forces with a lot of, uh, conservative organizations that really are committed to reducing government power over our private lives.
Nadine Strossen (role: against): We had a long litany from John Yoo about, um, past administrations including some human rights heroes in other contexts, Franklin Delano Roosevelt, Abraham Lincoln— In a wartime situation, they all react the same way which is to expand their power to the con— constitutional limit, and beyond, and in 20/20 hindsight, we look back and we see that none of those measures did anything, to add actual protection to our national security.
Nadine Strossen (role: against): I think the common-sense argument, speaking for myself and also it’s actually reflected in constitutional doctrine is that, no freedom is absolute except probably the freedom to think and to believe which stays entirely within your heart, head and soul, but, in acting in the real world, no right is absolute.
Nadine Strossen (role: against): It has to show that the restriction is gonna be effective in actually making you safer, and that nothing that is less violative of your rights would be as effective.
Nadine Strossen (role: against): Of course, most of us would be willing to give up some liberty if that was the price to pay to bring about security.
Nadine Strossen (role: against): Is that common sense?
David Frum (role: for): Well, how about this proposal.
David Frum (role: for): For example, if you wanna fly, um, you can have a shorter line if you’re prepared to let the airline know more about you, and a longer line if you’re prepared to know— We could each make our choice.
David Frum (role: for): And we could each—we could let the market decide, and you could be in the long line, and I’m happy to let them know how long I’m—I’ve been in my present abode and how many kids I have and I’ll go in the short line.
Nadine Strossen (role: against): I have no illusion that would make me safer.
Nadine Strossen (role: against): How many of them would’ve sailed through, uh, and been treated as trusted travelers themselves—
Nadine Strossen (role: against): Yeah—","{'breakdown': None, 'post': {'undecided': 5.0, 'for': 40.0, 'against': 55.0}, 'pre': {'undecided': 22.0, 'for': 41.0, 'against': 37.0}}",Nadine Strossen,against,"And those would—that would’ve been enough to get them there, every security expert says that this is false—gives us a false illusion of security, it—"
1406,1554_1,test,Better More Domestic Surveillance Than Another 9/11,"Chris Bury<mod>: unknown
David Frum<for>: Author
Bob Barr<against>: The 21st Century Liberties Chair for Freedom and Privacy at the American Conservative Union, and Board Member of the National Rifle Association
Andrew C. McCarthy<for>: Fmr. Federal Prosecutor & Contributing Editor, National Review
Jeffrey Rosen<against>: Professor of Law at the George Washington University Law School and the Legal Affairs Editor of the New Republic
John Yoo<for>: Professor of Law, UC Berkeley & Fmr. Justice Department Lawyer
Nadine Strossen<against>: Fmr. President, ACLU & Professor, New York Law School","John Yoo (role: for): First of all, with the Patriot Act, which is not the focus of your question, focus of your question.
John Yoo (role: for): That system was created was created in 1978.
John Yoo (role: for): And so, this claim that the Patriot Act was this huge revolution I think is, is mistaken.
John Yoo (role: for): Every President—and as Andrew said, every President from Woodrow Wilson on, used exactly those same authorities, when confronted by a foreign attack or foreign threat, we’re not arguing here for unfettered power, we’re not arguing that these powers ought to be used in peacetime, we’re not arguing that these powers ought to be used to catch common criminals.
Nadine Strossen (role: against): So, do you—
John Yoo (role: for): And it seems— and this is really David’s key point.
John Yoo (role: for): If you’re outside the United States and you’re a terrorist, the NSA has unlimited ability to track—you don’t have to go to court and get a warrant, to O—to surveil Osama bin Laden, if Osama bin Laden were to move to the United States, then, a whole system of court-ordered procedures are required under the other side’s framework.
Nadine Strossen (role: against): But that’s not—
Nadine Strossen (role: against): Let’s not exaggerate—
Nadine Strossen (role: against): —court-ordered procedures from a court that has almost never denied anything the government has asked for in a secret proceedings which also has the power— and the government has the power to engage in surveillance before getting a court order, but John, the most striking thing in your answer, was your statement that these ex— To quote John Ashcroft, had a different view, he described the Patriot Act as giving the government sweeping, new surveillance powers, that was his exact quote.
John Yoo (role: for): I’m not defending Ashcroft—
John Yoo (role: for): —uh, today—
Chris Bury (role: mod): But didn’t you work for him?
John Yoo (role: for): I—I did, but it wasn’t pleasant—
John Yoo (role: for): And I certainly would never have been promoted, to speechwriter.","{'breakdown': None, 'post': {'undecided': 5.0, 'for': 40.0, 'against': 55.0}, 'pre': {'undecided': 22.0, 'for': 41.0, 'against': 37.0}}",Nadine Strossen,against,"I’m not condoning any of those crimes, but, isn’t it interesting to hear you say, that you oppose the way it has mostly been used in fact?"
1406,1526_0,test,Better More Domestic Surveillance Than Another 9/11,"Chris Bury<mod>: unknown
David Frum<for>: Author
Bob Barr<against>: The 21st Century Liberties Chair for Freedom and Privacy at the American Conservative Union, and Board Member of the National Rifle Association
Andrew C. McCarthy<for>: Fmr. Federal Prosecutor & Contributing Editor, National Review
Jeffrey Rosen<against>: Professor of Law at the George Washington University Law School and the Legal Affairs Editor of the New Republic
John Yoo<for>: Professor of Law, UC Berkeley & Fmr. Justice Department Lawyer
Nadine Strossen<against>: Fmr. President, ACLU & Professor, New York Law School","Andrew C. McCarthy (role: for): Nadine is again demonstrating the difference between a law enforcement mind-set and a criminal justice mind-set.
Andrew C. McCarthy (role: for): Uh, and that may be what the, the standard is in the criminal justice system, that may be what’s appropriate in the criminal justice system, but the Fourth Amendment has never required that, what the Fourth Amendment requires, is that searches be reasonable.
Andrew C. McCarthy (role: for): They expect that most of the time when they conduct an investigation they’re gonna get their man, uh, and they’re gonna successfully prosecute him.
Andrew C. McCarthy (role: for): If you hit one for 15, you’re probably doing well.
Nadine Strossen (role: against): How about three—
Nadine Strossen (role: against): —how about three out of 153,000—
Nadine Strossen (role: against): —to use the NSL numbers—
Chris Bury (role: mod): There you go.
Nadine Strossen (role: against): We took exactly the same position as did Bob Barr with respect to the, uh, last so-called anti-terrorism act under the Clinton administration.
Nadine Strossen (role: against): Um, libertarians, civil libertarians join forces with a lot of, uh, conservative organizations that really are committed to reducing government power over our private lives.
Nadine Strossen (role: against): We had a long litany from John Yoo about, um, past administrations including some human rights heroes in other contexts, Franklin Delano Roosevelt, Abraham Lincoln— In a wartime situation, they all react the same way which is to expand their power to the con— constitutional limit, and beyond, and in 20/20 hindsight, we look back and we see that none of those measures did anything, to add actual protection to our national security.
Nadine Strossen (role: against): I think the common-sense argument, speaking for myself and also it’s actually reflected in constitutional doctrine is that, no freedom is absolute except probably the freedom to think and to believe which stays entirely within your heart, head and soul, but, in acting in the real world, no right is absolute.
Nadine Strossen (role: against): It has to show that the restriction is gonna be effective in actually making you safer, and that nothing that is less violative of your rights would be as effective.
Nadine Strossen (role: against): Of course, most of us would be willing to give up some liberty if that was the price to pay to bring about security.
Nadine Strossen (role: against): Is that common sense?
David Frum (role: for): Well, how about this proposal.
David Frum (role: for): For example, if you wanna fly, um, you can have a shorter line if you’re prepared to let the airline know more about you, and a longer line if you’re prepared to know— We could each make our choice.
David Frum (role: for): And we could each—we could let the market decide, and you could be in the long line, and I’m happy to let them know how long I’m—I’ve been in my present abode and how many kids I have and I’ll go in the short line.
Nadine Strossen (role: against): I have no illusion that would make me safer.
Nadine Strossen (role: against): How many of them would’ve sailed through, uh, and been treated as trusted travelers themselves—
Nadine Strossen (role: against): Yeah—
Nadine Strossen (role: against): And those would—that would’ve been enough to get them there, every security expert says that this is false—gives us a false illusion of security, it—","{'breakdown': None, 'post': {'undecided': 5.0, 'for': 40.0, 'against': 55.0}, 'pre': {'undecided': 22.0, 'for': 41.0, 'against': 37.0}}",Nadine Strossen,against,Ask any teenager about how easy it is to get a false ID.
1406,1488_0,test,Better More Domestic Surveillance Than Another 9/11,"Chris Bury<mod>: unknown
David Frum<for>: Author
Bob Barr<against>: The 21st Century Liberties Chair for Freedom and Privacy at the American Conservative Union, and Board Member of the National Rifle Association
Andrew C. McCarthy<for>: Fmr. Federal Prosecutor & Contributing Editor, National Review
Jeffrey Rosen<against>: Professor of Law at the George Washington University Law School and the Legal Affairs Editor of the New Republic
John Yoo<for>: Professor of Law, UC Berkeley & Fmr. Justice Department Lawyer
Nadine Strossen<against>: Fmr. President, ACLU & Professor, New York Law School","Nadine Strossen (role: against): No, that’s not true.
Nadine Strossen (role: against): It’s more targeted which means it will be more effective—
Chris Bury (role: mod): May—now—
Jeffrey Rosen (role: against): The small reform that we’re arguing for is to restore the pre-Patriot Act requirement that the suspect has to be a suspected spy or terrorist or his associate.
David Frum (role: for): But my, my ears—
David Frum (role: for): My ears are ringing at this phrase “targeted.” Because, I will agree with you that many of the things the US government does including those bag searches, are stupid, and pointless.
David Frum (role: for): Uh, that what—what—what the federal government has done since 9/11 is have a very conscious decision, they’re going to play—to use a sports analogy, they’re going to play the me—they’re going to play the players, they’re not going to pay—play the ball, and so we have—
David Frum (role: for): —this vast, untargeted—
David Frum (role: for): —project, precisely because organizations like the ACLU have opposed things like—
David Frum (role: for): —the Trusted Traveler program—
Nadine Strossen (role: against): Individualized suspicion, based on what you do, not racial profiling based on who you are.
Nadine Strossen (role: against): And I have to say—","{'breakdown': None, 'post': {'undecided': 5.0, 'for': 40.0, 'against': 55.0}, 'pre': {'undecided': 22.0, 'for': 41.0, 'against': 37.0}}",Nadine Strossen,against,"—law enforcement officials have agreed, that demographic profiling is as ineffective as it is violative of individual rights, because—"
1406,1532_4,test,Better More Domestic Surveillance Than Another 9/11,"Chris Bury<mod>: unknown
David Frum<for>: Author
Bob Barr<against>: The 21st Century Liberties Chair for Freedom and Privacy at the American Conservative Union, and Board Member of the National Rifle Association
Andrew C. McCarthy<for>: Fmr. Federal Prosecutor & Contributing Editor, National Review
Jeffrey Rosen<against>: Professor of Law at the George Washington University Law School and the Legal Affairs Editor of the New Republic
John Yoo<for>: Professor of Law, UC Berkeley & Fmr. Justice Department Lawyer
Nadine Strossen<against>: Fmr. President, ACLU & Professor, New York Law School","Chris Bury (role: mod): There you go.
Nadine Strossen (role: against): We took exactly the same position as did Bob Barr with respect to the, uh, last so-called anti-terrorism act under the Clinton administration.
Nadine Strossen (role: against): Um, libertarians, civil libertarians join forces with a lot of, uh, conservative organizations that really are committed to reducing government power over our private lives.
Nadine Strossen (role: against): We had a long litany from John Yoo about, um, past administrations including some human rights heroes in other contexts, Franklin Delano Roosevelt, Abraham Lincoln— In a wartime situation, they all react the same way which is to expand their power to the con— constitutional limit, and beyond, and in 20/20 hindsight, we look back and we see that none of those measures did anything, to add actual protection to our national security.
Nadine Strossen (role: against): I think the common-sense argument, speaking for myself and also it’s actually reflected in constitutional doctrine is that, no freedom is absolute except probably the freedom to think and to believe which stays entirely within your heart, head and soul, but, in acting in the real world, no right is absolute.
Nadine Strossen (role: against): It has to show that the restriction is gonna be effective in actually making you safer, and that nothing that is less violative of your rights would be as effective.
Nadine Strossen (role: against): Of course, most of us would be willing to give up some liberty if that was the price to pay to bring about security.
Nadine Strossen (role: against): Is that common sense?
David Frum (role: for): Well, how about this proposal.
David Frum (role: for): For example, if you wanna fly, um, you can have a shorter line if you’re prepared to let the airline know more about you, and a longer line if you’re prepared to know— We could each make our choice.
David Frum (role: for): And we could each—we could let the market decide, and you could be in the long line, and I’m happy to let them know how long I’m—I’ve been in my present abode and how many kids I have and I’ll go in the short line.
Nadine Strossen (role: against): I have no illusion that would make me safer.
Nadine Strossen (role: against): How many of them would’ve sailed through, uh, and been treated as trusted travelers themselves—
Nadine Strossen (role: against): Yeah—
Nadine Strossen (role: against): And those would—that would’ve been enough to get them there, every security expert says that this is false—gives us a false illusion of security, it—
Nadine Strossen (role: against): Ask any teenager about how easy it is to get a false ID.
Jeffrey Rosen (role: against): But we’re not talking about market choices, you can’t opt out of a database with 100,000 people in it.
Nadine Strossen (role: against): The so-called security.
Jeffrey Rosen (role: against): And this is something just as in, in environmental law, where, uh, market choices are completely inadequate, and that’s why constitutional values, whether or not you think that this stuff is required by the Constitution, or implicated.
Jeffrey Rosen (role: against): It makes it easier, you don’t have to show up at a magistrate’s, uh, office and read, uh, a warrant in person, you can e-mail or BlackBerry a request, to a secret court which could grant it immediately.
Jeffrey Rosen (role: against): There is great familiarity in foreign intelligence surveillance law in dealing with broad, uh, categories of data mining and so forth.","{'breakdown': None, 'post': {'undecided': 5.0, 'for': 40.0, 'against': 55.0}, 'pre': {'undecided': 22.0, 'for': 41.0, 'against': 37.0}}",Jeffrey Rosen,against,"But it would be, uh, they provided no reason for why that framework wouldn’t be just as effective, you could have broad surveillance, it just wouldn’t be unlimited, and the unlimited surveillance is ineffective, and threat—it threatens privacy—"
1406,1532_1,test,Better More Domestic Surveillance Than Another 9/11,"Chris Bury<mod>: unknown
David Frum<for>: Author
Bob Barr<against>: The 21st Century Liberties Chair for Freedom and Privacy at the American Conservative Union, and Board Member of the National Rifle Association
Andrew C. McCarthy<for>: Fmr. Federal Prosecutor & Contributing Editor, National Review
Jeffrey Rosen<against>: Professor of Law at the George Washington University Law School and the Legal Affairs Editor of the New Republic
John Yoo<for>: Professor of Law, UC Berkeley & Fmr. Justice Department Lawyer
Nadine Strossen<against>: Fmr. President, ACLU & Professor, New York Law School","Chris Bury (role: mod): Nadine, what about the common-sense argument, advocated by the other side that, Americans are more than willing to give up some liberties whether they’re going to a Yankee game or whether they’re going through the airport security, do you see a fundamental difference between that and surveillance on the part of the, of the government.
Nadine Strossen (role: against): It’s just that government has a heavy burden of justification.
Nadine Strossen (role: against): And, think about it.
Nadine Strossen (role: against): But how many of us would be willing to give up liberty, without gaining security in return?
Nadine Strossen (role: against): Or to give up more liberty than we have to, in order to get the same amount of security.
David Frum (role: for): What if we were to say, why don’t we let, not only people choose, but let each person make their own individual choice about how much they personally were prepared to do.
David Frum (role: for): And civil liberties un—groups, have consistently fought and fought and fought, when airlines—American Airlines has been promising this now for three years.
Nadine Strossen (role: against): And I have no illusion, as somebody who flies a couple hundred thousand miles a year and has no desire to die, uh, that way, I have no illusion that that would do anything other than save me time.
Nadine Strossen (role: against): How many of the 9/11 terrorists had valid ID’s.
David Frum (role: for): They—they had—they had fake driver’s licenses, many of them—
David Frum (role: for): —under, uh, under—
David Frum (role: for): You’d have to give ‘em a little bit more than a driver’s license, you’d have to give ‘em a whole battery of information, and the airlines, under the threat of litigation—
David Frum (role: for): Okay, so the point is, you don’t—your answer is, no, we will not let people make that individual choice, we will not allow airlines and their customers as private actors to say, let’s, let’s put this to a truly personal individual trade-off test.
Jeffrey Rosen (role: against): And obviously people react, uh, intuitively to the place where the security hits them, so if they have to wait a little longer they’ll make the trade-off.
Jeffrey Rosen (role: against): But what we’re talking about here, are fundamental changes in laws and technologies that make it impossible to escape from dragnet and ubiquitous surveillance, and, and transform the very nature of society.
Chris Bury (role: mod): But Jeffrey, doesn’t that argue for what the proponents are, are saying, that the technology has changed so much, and you have government agencies who are mining hundreds of thousands of communications, uh, in, in literally nanoseconds, doesn’t that make it, um, almost impossible for probable cause, warrants, uh, and, and court orders to, uh, to get at this information.","{'breakdown': None, 'post': {'undecided': 5.0, 'for': 40.0, 'against': 55.0}, 'pre': {'undecided': 22.0, 'for': 41.0, 'against': 37.0}}",Jeffrey Rosen,against,"Or you could have programmatic warrants that would say, this broad category of person looks suspicious."
